"","tweet_id","sentiment","author","content"
"23940",1694726646,"neutral","music_flurry","? on wednesday green day will perform their new single &quot;Know Your Enemy&quot; at TvTotal  http://tr.im/kpDX"
"23944",1694726768,"happiness","original_cutie","@ borgellaj  you know what? They're YOUR CATS"
"23948",1694726848,"surprise","russiananhero","Star Warz day? Really..that is a hot topic? Man..oh man.. I'm just waiting for Star Trek!"
"23952",1694727095,"relief","thomasfiss","@MandyyJirouxx red eye huh?   yikes....get back safe   missin ya punk"
"23956",1694727180,"neutral","Kobster86","just watching ncis complete first season"
"23960",1694727267,"neutral","graffen","@publicvoid_dk No problem"
"23964",1694727449,"love","LDtheMC","@JamaicaPanama I'm here if ur here for me!"
"23968",1694727616,"happiness","richardlai","@Joerup I think it'll be more like a casual attendance instead of a review, as there might not be another issue of felix by then.  Thanks."
"23972",1694727799,"relief","vickyscuteyo","yay my research paper is finally 4 and a half pages&lt;3 not going on bus was not bad after all"
"23976",1694727907,"happiness","rayvinhsu","@m3nny5 iye neh...kurang tidur kayaknya. pulang pagian deh hari ini tidur langsung...haha. Thanks!"
"23980",1694727979,"neutral","DeSchlang","Thx, Robban  http://www.sk-gaming.com/match/17905"
"23984",1694728127,"love","jaynesjanine","Happy Star Wars Day everyone!  Whats everyone up to this rainy bank holiday?  I am heading out soon for coffee with my mum then shopping"
"23988",1694728248,"neutral","anika","@thewrongirl y @sololoy son amor"
"23992",1694728346,"happiness","Brighteyes08","@jocelynseip Thank you - If you like please leave a comment and Subscribe!   Chicago another great musical.  Thanks for your support."
"23996",1694744808,"surprise","tsarnick","@MissxMarisa haha!! someone with an axe just popped up at you Scenie!! what did you do???"
"24000",1694745081,"worry","Hive_Queen","Watched Australia last night and got to say bloody fantastic film with the added bonus of Hugh Jackman  definitely a got to see movie."
"24004",1694745588,"love","jp1983","@cosmicmother some great stuff on website today"
"24008",1694745655,"sadness","meerkatlovr","up late last night  .... Oracle from 8 to 4:30"
"24012",1694745795,"love","kwells2416","@Mennard You are very sweet, my everyday hero friend"
"24016",1694746036,"neutral","alechosterman","@KimEl Not enough time for Disney World.... might just have to watch the Disney channel instead."
"24020",1694746174,"worry","alexleonard","@minnaryyni Heh, aye. I should have investigated properly first before asking  Does seem like it's not the most obvious thing though."
"24024",1694746474,"neutral","talktomikesmith","@laflour good suggestions, thanks"
"24028",1694746701,"neutral","Jadzy","may the 4th be with you"
"24032",1694746750,"neutral","GELKA","@morningsteppa  yeah, big chill here too good foods, good music, great weather!  have a cool day Bro!"
"24036",1694746809,"surprise","cawwie","happy star wars day"
"24040",1694746891,"worry","Jeff_VbBaker","If I could only update my status in just one place...."
"24044",1694747003,"love","ravenbarks","first trip home since diwali. But before that a couple of days in saddi dilli"
"24048",1694747148,"sadness","Flatan","Is babysitting 3 dogs...they are all over the place..."
"24052",1694747351,"fun","erikstohle","@sillyyak11 haha well have fun at school! I'm gonna be sittin' at home with my italian restaurant by my side"
"24056",1694747602,"sadness","roel247","@DaveWares working, my 4-day weekend is over, aah well another one coming in 2 weeks"
"24060",1694747814,"empty","PaoCad","@trishaelyca  not really, all in all, if im not mistaken, mga less than 1k each lng ang gastos namen..."
"24064",1694748088,"love","Kiz2694","Cooking microwave pizzas, yummy"
"24068",1694748186,"relief","hasanah272","Alhamdulillah PFP exam was alright~ It's Strategic Management time!"
"24072",1694748436,"love","lina_luka","@OxygenOverdose awesome! have to take a look at them when i'm home."
"24076",1694748633,"worry","zimkarim","Goodmorning world"
"24080",1694748699,"neutral","eqhelwig","@jelnora Nothing like alone time with your handheld device"
"24084",1694748751,"happiness","Liiv7","@cassiewho haha no problem, it's fun isn't it"
"24088",1694767557,"happiness","saragarth","I've just realised - 400 FOLLOWERS! YAY!  xx"
"24092",1694767615,"relief","rhettroberts","@tintinex Morning  Glad to hear about your happy news!"
"24096",1694767665,"empty","JillQuarles","Up way way way to early this am....thanks @shane_benson"
"24100",1694767797,"love","YatPundit","I like Rio Ferdinand - when he's wearing an England jersey."
"24104",1694768052,"neutral","Cre8BeautyDaily","@AllEarsDeb Ditto that for me!  Staying inside warm and dry today!"
"24108",1694768446,"surprise","Malach","@typicalhigh Yay me!  But, what in particular?"
"24112",1694768529,"happiness","joeljansson","Soon my new job starts  I'm so happy!"
"24116",1694768649,"love","susiecameron","@LJCharleston  Thanks darling girl   xx"
"24120",1694768854,"neutral","xolauren185ox","school then the used concert tonight!!"
"24124",1694769218,"love","lestrangie","my mum thought that my brother laughing was the cat about the throw up... smooth"
"24128",1694769388,"worry","clarissemussi","Good morning twitterland. Happy Monday"
"24132",1694769517,"happiness","tresfon","Finally started Twittering.... got to keep up... So downgrade from full colour, pictures etc. to simple small sized text messages...."
"24136",1694769688,"enthusiasm","gracebortnik","@j3nn1e ooh good!  im starting with the hardest one, gonna be at it all day. ive locked my door and im only leaving for food and toilet! x"
"24140",1694769828,"neutral","davidbelfast","Dear intertweet, plz 2 hack up a spotify plugin for Songbird. The SDK exists already. Just needs code"
"24144",1694769957,"neutral","windkoh","@limyh No problem. I'm just sharing the whole list to you."
"24148",1694770148,"surprise","oskarhulphers","@m_mazur Hahaha...and I who actually thought you just were popular!"
"24152",1694770368,"surprise","verbicidal","@jeffinator today was my first day"
"24156",1694770664,"happiness","lemongeneration","@AmyyVee aww that was a really great blog :] thanks for the mention  hi form the philippines :-h :]"
"24160",1694770834,"neutral","shaunadennett09","@rustyrockets et's genitals are in his magic glowing finger"
"24164",1694770916,"relief","Lyn_O","ah! A clean house...finally, so nice"
"24168",1694770999,"worry","natbubba","Goood Afternooon"
"24172",1694771152,"neutral","rennylui","new super power camping place -&gt; 24 hr MAC @ Springleaf Tower  ...still eating my fries."
"24176",1694771255,"worry","knatten","Being involved in requirements and architecture is nice and all, but now I'm looking forward to writing some code!"
"24180",1694771437,"happiness","MizFitOnline","@YatPundit oooh OK. thought I was losing my MizMind"
"24184",1694789457,"neutral","naattx","communitychannel on youtube"
"24188",1694789658,"happiness","artzybrothers","yeah! I'm going to Makati Cinema Square with my dad later. haha!"
"24192",1694789897,"neutral","luiz_com_z","@buchmamsell ist im der Haus... or something like that.  Guten morgen, Frï¿½ulein!"
"24196",1694790152,"relief","swimmerjm","FLOODED OUT OF MY HOUSE  !!! Staying with someone in town unless the water stops rising  i may use it as a homework excuse"
"24200",1694790239,"empty","nicolemissnikki","So why did my internal alarm clock wake me @ 630am?? I have another hour before my external alarm goes off! I'm wide awake tho??"
"24204",1694790463,"surprise","Yema","@toastehmonstah Ohh! I got the fourth thing just not the may, ahh thanks."
"24208",1694790597,"happiness","epietru02","home from the beach and only my feet are burned. i am proud of myself and the sunscreen."
"24212",1694790923,"happiness","choco12lab","Congratulations to Manny &quot;Pacman&quot; Pacquiao! You've made every Filipino proud of being a Filipino!"
"24216",1694791034,"neutral","XKirstyxo","@Galiiit haha, def. That song is EPIC, have fun  i'm listening to new FNB"
"24220",1694791351,"worry","docbaty","@mcarvin I don't feel too bad, but not sure to what I should attribute that. Could be cold &amp; flu meds; nap; alcohol; or getting better..."
"24224",1694791581,"surprise","tsarnick","@MissxMarisa haha what can i say, you're a great teacher!! you learned from the best... Hannah Montana"
"24228",1694791682,"fun","crazyethan7","@sophie_lee lol a bugg to school thats awsome"
"24232",1694791769,"neutral","chanelephant","is drawing a picture for her bubba"
"24236",1694791830,"relief","joshie1226","@kate38381849 haha it's ok. i really don't like getting to other businesses so its Ok,"
"24240",1694791925,"empty","amandaclaires","Screw the reviews, I thought Wolverine was awesome. But not enough Dominic Monaghan for my liking."
"24244",1694792076,"worry","whippetout","@Catwoman123 Have a good one"
"24248",1694792129,"neutral","Mike_Mehrle","Thanks @8101harris I will have the editing done soon for @hoteleden I see I do a better job behind the camera instead of in front of it"
"24252",1694792197,"worry","lady_frostbite","@qatesiuradewyo I would cry a little. Wait...no I mean, the mechanical army would be -so- pleased to have proper representation. X-me!"
"24256",1694792346,"worry","noangelvfc","listening to varsity fanclub"
"24260",1694792415,"love","pandaonramen","may the forth be with you"
"24264",1694792526,"love","viv_pinkaholic","good morning twitter-ers  rise and shine,, just on my way to school"
"24268",1694792741,"happiness","SimplePlan2k8","Oh, and now Mondays also mean new American Dad!  So glad I watched that show, so funny, and it makes Mondays even better"
"24272",1694792835,"surprise","Shaz4him","Alexia has clogged up twitter...... again.... so I thought I'd post a tweet. Um... Just had a shower!!  Now I will have a drink! Teehee..."
"24276",1694793028,"love","hannahbabyxo","@Sophhs &amp; i are lucas till &amp; david henrie lovers. both boys are very cute  but @Sophhs you can have lucas &amp; ill have henrie  DEAL"
"24280",1694811386,"worry","greenwoodma","@morganmg starbucks? I thought u were trying to b good?!"
"24284",1694811488,"worry","woranuch","@fawn_s  Accept it, you can't do anything, can you?"
"24288",1694811651,"happiness","xlxblondiexlx","Went to see Priscilla Ahn last night, was amazin! so were the bands before her actually"
"24292",1694811856,"relief","Pobbles","@AirheadUK washing off, comp was great..more people and FAB atmosphere. 1st in dist. and 2nd in exp. sess."
"24296",1694811931,"worry","drjohndc_blog","@DhruvChadha welcome back to school, don't study too hard, take time off and smell roses too"
"24300",1694812346,"worry","TizBanana","@BecaBear 1000 = make sure it has the word poo or balls in it  Underbelly DOES suck balls... I gave up on it in wk 3."
"24304",1694812470,"empty","sonicelement","Currently working on a collab with Alynn Carter called Lost Inside which I'm very excited about"
"24308",1694812613,"neutral","shellrawlins","I am freezing"
"24312",1694812870,"relief","c_a_t","Cool music collection, can be used for non-intrusive background music - music from keygens!   http://www.keygenmusic.net"
"24316",1694812962,"fun","vivpeyrat","finishing up at the studio  NEW SONGS UP ON MYSPACE tomorrow MAY 5th"
"24320",1694813016,"fun","ElectroEmma","We'll write a song that turns out the lights &lt;3"
"24324",1694813132,"happiness","JustAJustin","Very tired! Dinner good, then churro's were good!"
"24328",1694813596,"neutral","al_cr","New article about band called MGMT @ ATBFM.SOLIDSYN.NET"
"24332",1694813647,"happiness","locomotivity","@Stephkerchner heard through the grapevine that we might see you around today. Looking forward to meeting you."
"24336",1694813735,"neutral","billibelle","this is vicky spamming belle's twitter! anyway, she's rainbows on dreamwidth!  i got her an invite code wahahaha"
"24340",1694813800,"happiness","pj_endrinal","@miraaaaa hahaha. you should eat then!"
"24344",1694813967,"neutral","blue_cupcakes","@chrismic That's the song I mean"
"24348",1694814140,"neutral","m0ntassar","@MMM even if I was drunk, I'd think about using a fake/temporary mail address"
"24352",1694814233,"surprise","mcofficial","@Kaat11 yes I am"
"24356",1694814507,"worry","creamstatic","trying to record my audio source, maybe I need a specific program @vhadZe I'm good thank you  hehe"
"24360",1694814609,"neutral","Fuzzy2230","@RQOCJD if they try ill hack into the mainframe of the internet database and unban them!!!it may take a while but I WILL!...im high"
"24364",1694814728,"relief","iRosaria","@Sunshineliron that was awesome!!"
"24368",1694814869,"worry","rod_k2","Trued a rim!  I'm getting good at this! o_O"
"24372",1694814951,"fun","heidiheartshugs","@lorenanne I look forward to having one very soon"
"24376",1694833319,"happiness","Amolskyhigh","Yes we Can  make it ......Obama"
"24380",1694833521,"neutral","gmxcrew","@Macintoshtipz I'm entering your contest"
"24384",1694833859,"empty","patty_torres","has got my xbox back  , i have a really sore knee cant walk"
"24388",1694834096,"happiness","wirbelwind1111","is almost done with the third/chapter cover page, yay"
"24392",1694834169,"happiness","leonward","@ccr_harris  There were way more than two! Ten hours of real-ale takes it out of you"
"24396",1694834366,"worry","KlownDogg","@nanere awwww... I'm sorry! I changed the picture... just for you! Because you rock like that!"
"24400",1694834428,"sadness","JaLyTi","STILL TRYING TO GET THIS ALL FIGURED OUT?!!!!"
"24404",1694834627,"happiness","bloodypaws","@pourpresheep lol. thanks babe!"
"24408",1694834717,"worry","glambertshan","@Oprah an oprah guest if ever i saw one  http://tinyurl.com/d39x4n"
"24412",1694834800,"happiness","sammcote","gooooood morning"
"24416",1694834973,"worry","paulderb","@jimrhiz last reply  a scholar in US Homeland Security said an ontology was created for it &quot;and everybody hated it[s prescription].&quot;"
"24420",1694835025,"neutral","hugoduraes","The 10 Coolest Foreign Words The English Language Needs. Check the number one. Amazing!  http://is.gd/s9B1"
"24424",1694835175,"sadness","gemmaburton","I was right, street market + rain = not a good idea! Am at home now with the fire on and a bacon sandwich yummmmm"
"24428",1694835471,"neutral","_Zuzu","Hello Twitter"
"24432",1694835535,"love","R0undB0y","Happy six months for me and her"
"24436",1694835769,"love","cassiewills","listening to David Archuleta album it's amazing"
"24440",1694836010,"surprise","yeyeismynicki","listening to her stolen music. just loved it cause its free!"
"24444",1694836115,"enthusiasm","Thyrist","Polly Scattergood's new single out today! Download the Please Don't Touch EP on iTunes, it's ace!"
"24448",1694836169,"love","taasshhh","Dancing was alright todayy still doing Jai Ho!!"
"24452",1694836282,"happiness","peace_","@ckjchambers I agree the G B Reef got my vote  #queensland"
"24456",1694836374,"love","jentyers","@ddlovato  i just saw your performance on the ellen show. we're so behind in australia  you were AMAZING and have such a wonderful voice!"
"24460",1694836453,"worry","kbodnar32","@hueypriest guess that depends on if you want to be on the jury"
"24464",1694836509,"worry","Yeeekirstielee","@natalietran not to seem like some crazy paedofile typing with one hand and fiddling with my willy in the other but you the coolest ever"
"24468",1694836642,"neutral","dcno1","is now on twitter....."
"24472",1694856238,"hate","stePRINCE","his footy, and getting krisnan inu back on the team  / also, twitter, get rid of the ridiculous character limit."
"24476",1694856391,"worry","BiancaCullen","@katie_andhearts Fingers crossed"
"24480",1694856538,"worry","NGowers","@Taddy69 Not good, I know that feeling. Hope you get well soon."
"24484",1694856603,"happiness","JohnLauber","@rewebcoach So far (with the exception of the rain), my morning is Great.  But I won't let it dampen my day"
"24488",1694856808,"neutral","jeppa","@Deathwishedx3 If you haven't changed your mind by mid-June then you can have one  x"
"24492",1694857083,"surprise","iceman3210","@jordanmccoy awwww how cute its a pUG"
"24496",1694857182,"love","infamuzgracie","8am math final wish me luck"
"24500",1694857358,"happiness","drjohndc_blog","@annahasphyxiate re sore back and legs: well at least you had a good time. epson salt works good usually.  DM me if need more help"
"24504",1694857590,"neutral","keza34","@Jamie_127 not nice.rather be one or the other.lol"
"24508",1694857767,"neutral","lakeeffectskid","I'm the bird with broken wings, she's the song i love to sing  you know who you are xx"
"24512",1694858011,"neutral","isacullen","@danger_skies  but gi is team edward, so i'd watch your back :p"
"24516",1694858263,"happiness","aprilyim","@mikefoong lol i like challenges  the more impossible the more i want to try!"
"24520",1694858309,"worry","tarunchandel","@leeprovoost the movie takes a lot of digs at the Indian Movie Industry so may not much sense, unless you have followed it long enough"
"24524",1694858588,"neutral","modernemotive","@ThreeBySea Hey there, I just crop them in Photoshop and play around with the composition. What looks better large etc."
"24528",1694858693,"neutral","twilightnewborn","@aussiecynic mostly just going to work and then update my twilight blog  basically, that's my life. Is it sleeptime for you?"
"24532",1694858718,"happiness","Janitachauhan","Chillin with the rents, and looking at hilarious old photos. Well funny!"
"24536",1694858873,"neutral","Lindseyx45","Young money"
"24540",1694858952,"neutral","alexbulsara","Well, I just need to get some motivation, and also, to do my homework, and essay... And.... it's such a lovely day! How?"
"24544",1694859153,"happiness","MaryWassonABC36","Come join the fun as I through out the first pitch at the Legends game... May 16th @ 7 pm!   http://tinyurl.com/6nkpuz"
"24548",1694859302,"sadness","Willemijn15","@marnixtfn Ahahahah, hello to you and welcome on twitter ^^ Got the hang of it already?  xx"
"24552",1694859457,"relief","claire3233","trying to watch lost online very annoying and slow...the internet not lost"
"24556",1694859560,"fun","LaurenCranston","gonna be a longg day but fun - senior walk finally"
"24560",1694859674,"happiness","dontknowaskjoe","@Ashika_Sunshine  I figured that... But I ended up taking my cousin to work in the Rain anyway...    But hit me up"
"24564",1694859696,"happiness","DaveBrendon","@Nextread I agree, keep it in Star Trek but make it commercially viable! C'mon!"
"24568",1694878581,"happiness","KirstyHort","Is listening to P!nk tunage and trying to teach my cat to dance to it... I think she's getting it we can be backing dancers by next tour"
"24572",1694878797,"love","tuileries","@arepeejee love Dawn of the Replicants! love music monday!"
"24576",1694878906,"happiness","kimberly625","@Monica2112 this is 5 hours late, but i never managaed to sleep properly. i think david tweeting me back earlier is the reason. ahaha"
"24580",1694879082,"happiness","JoyfullyHis","Going to the gym early trying to get back in shape again. My husb got me a gift cert to swim w/ Dolphins for my BD.  Need muscles!"
"24584",1694879312,"fun","mmg1195","@Jonasbrothers That sounds like lots of fun, Nick! lol"
"24588",1694879561,"neutral","LucyDAdams","@markmacleo just checking"
"24592",1694879835,"happiness","aweekes","@dandineen I am UCE, I did my PGCE there   went to Leicester for my main degree though ..."
"24596",1694880056,"worry","jayebuddy","School then football then with alecceeee"
"24600",1694880213,"love","Lola_Pops","ha ha ha I slept in again, three days in a row! must be a new personal best  today I'm going to attempt to finish my regluing my fans."
"24604",1694880315,"happiness","BaileyManx","I have been awarded my first ever credit card"
"24608",1694880520,"relief","joyfulbathco","@kailinnicole you're right about the duckies  thanks for being such a big help with wrapping &amp; writing up!"
"24612",1694880579,"happiness","emilylouisemei","omg supernatural is on after good news week"
"24616",1694880875,"neutral","BJ111","@LiesX I see"
"24620",1694880994,"fun","DigitalFur","@Lurkine Would you travel to the UK for one?  The big US meets sound great, I'd love to go to one of those, so many furs &amp; so much art"
"24624",1694881104,"relief","camanomade","@Hooked4Life Sheesh. No crochet? BAH and humbug. And sleep? Um, I suppose I will someday"
"24628",1694881263,"neutral","missbeckala","Good morning tweeps! I have a feeling I won't be oversleeping now that Gracie is around.  She pounced on my head and woke me up at 7am."
"24632",1694881376,"happiness","ASHAWEE15","@Pink congradts on ur show  Even tho i wasnt there lol"
"24636",1694881616,"relief","LoTay111","Heading to the U of Utah hospital. Have a great day everyone"
"24640",1694881844,"surprise","lala_fierce","@BKMS4life thx for following"
"24644",1694881980,"neutral","uexpectme2talk","One interlock down one to go"
"24648",1694882165,"surprise","obsessedwithyou","just found out that selena gomez's birthday is 6 days after mine"
"24652",1694882370,"worry","Ash0426","back home early for once  - wow this thing is getting addictive..................damn u phil XD"
"24656",1694882523,"relief","ThePhene","well, having looked at my bruv's exam timetable and french oral exam I feel very fortunate  now to, erm, digest my morning revision..."
"24660",1694882578,"neutral","KimmiMcfly","@phoebealice_x i was listening to that earlier  and the other day, i was planning something with my friends and i said that. they were ..."
"24664",1694903260,"relief","pumaa","@itschristablack I am so stoked on seeing you with the Jonas Brothers"
"24668",1694903483,"love","missbeckala","@rdelizo35 nothing just trying to keep up with a 9 week old kitten LOL.  She's full of piss and vinegar this morning."
"24672",1694903683,"sadness","core75","@Pink wow 41,000 now....your really kickin' Carey's butt with this competition! See you both very soon!"
"24676",1694903824,"love","Hollud","Time for a mane trimming, some yoghurt and maybe some sushi. A nice way to wrap up a fairly good day."
"24680",1694903972,"neutral","MaximumTheSibbz","@aknotofemma See we shall"
"24684",1694904095,"happiness","hmmkatiesays","I love when i have time for starbucks"
"24688",1694904207,"worry","halotwo","@mariqueen Thanks for the warning. Good thing my heart is unbreakable."
"24692",1694904382,"happiness","bethasaurr","Yum! Whole box of cookies for me"
"24696",1694904456,"happiness","sai93","Reading a book instead of revising. Thinking about lunch. Heart rate is 56 bpm... just in case you wanted to know"
"24700",1694904697,"fun","mcraddictal","@MCRIsAPleasure really?  wooooo! I wish i could go to indonesia! Lol. Hopefully next summer."
"24704",1694904877,"happiness","pinkbikegirl","30 year old Barbie dolls still can rock it...that girl was H-O-T!  and Ken ain't so bad either!  now those are memories!"
"24708",1694905087,"neutral","KahlaTheSailor","@Geelong_FC sounds good  maybe some player quotes, photos etc I'm living in WA atm so would love bits and pieces from the Ady and Sun"
"24712",1694905202,"enthusiasm","claud_ineee","i think i like the workshop"
"24716",1694905268,"worry","starnut","@badabam no, sry, didn't feel well at all. but there'll be another change I believe  hope FFK09 was fun with lots of inspiring input."
"24720",1694905587,"neutral","mmmbisto","Flat is sparkling clean, now that's team work  on way to pick up food for 6!"
"24724",1694905740,"love","bexdicko","just got back from Mcfly concert ahh it was so amazing! and I am now in love with David Archuleta"
"24728",1694905880,"neutral","meriel","@thatissodope Errr, yes? ) Sa enrollment sasabihin naman siguro sayo.  Pero kasi andun exact price. ) 64,371 for me. shet"
"24732",1694906004,"sadness","IWillHeartU4eva","Ugh. I'm so tired. Waitin for the bus. @jpbabii202 good morning!"
"24736",1694906103,"neutral","tsarnick","@jeffsgrippen i work in youth justice"
"24740",1694906190,"love","LamarThePrince","This is why I got best dressed"
"24744",1694906336,"neutral","marloboux","meeting @dalydegagne and friend tonight - going to discuss human trafficking issues. Daly is chaplain/therapist and an interesting guy"
"24748",1694906489,"worry","__RICK__","Get yer freak on-it's Monday! Have a Great one, if it's possible to have a great Monday!"
"24752",1694906723,"love","MissSpatz","@tommcfly &quot;We never want to lose the fans that got us here!&quot; Thank you for saying that  Wish you and the others a nice day, greets"
"24756",1694906892,"neutral","karichiqi","Europe bound"
"24760",1694928166,"worry","ukkoite","Listening my own playing on a friends album and being disgusted by every second of it... Damn I suck.  Normal reaction. Every album."
"24764",1694928287,"relief","LadyJane65583","back from the yoga retreat. I recommend this to everyone"
"24768",1694928448,"happiness","jonathanw","@tessneale i suppose this will be in the blog post, but could u email me who was there too"
"24772",1694928613,"happiness","Magdalena90210","@turtleclansago thanx for the msg! glad u liked my singing!"
"24776",1694928804,"surprise","Crichton_Kicks","@FizzyDuck Would you believe I have put that in my bookmarks ?"
"24780",1694928936,"relief","LeNuage","@SmittySmiff dude i read that wrong! Haha well good good. Thanks.  but now I agree."
"24784",1694928964,"fun","jessicajonassss","&quot;I don't like Monday, i wish it were sunday, cause that's my fun day.&quot;  that was my freaking jam when i was little.   i miss it."
"24788",1694929224,"fun","SukiScience","Come on all you lovely fans Number 14 in the Local pop Charts  Let launch an assault on the number 1 slot!!! www,reverbnation.com/suki ..."
"24792",1694929383,"neutral","clementyeung","@spreaditfast thanks for the reply my friend"
"24796",1694929443,"neutral","magnusholmgren","@Liesl_M Make one with something about the Charger?"
"24800",1694929503,"neutral","GeeNa_sCoCcO","@gregmottola I believe that is true, FML is quite the phenomenon...all thx to Superbad"
"24804",1694929606,"empty","epidaetia","@memunish looks same in Noida too"
"24808",1694929675,"happiness","helouchr","life is so good. and it will much greater on Thursday at 5pm!"
"24812",1694929827,"love","watchingspectre","Repeatedly rubs thumbs softly and lovingly upon new Sarah Rayne novel. Sigh, and it's not a paperback.I'm the potrait of profound bliss"
"24816",1694929898,"neutral","alanastewart","@Gregor123456789 sure, i will"
"24820",1694930037,"surprise","DieKleene","Offline.... Have to give private lesson now and eran some money"
"24824",1694930099,"worry","DaneEnerio","And this is what happens when Swine Flu gets to all of us.  http://tinyurl.com/55hq2o"
"24828",1694930197,"love","jonlim","@stephiekwan And ooh, you changed your Twitter name! I approve whole heartedly."
"24832",1694930319,"neutral","Starcryer","@ayou055 nope... it is telling you that you want cameo creams"
"24836",1694930548,"neutral","HarryR","@lisadamast and he REALLY doesn't like Shiny Happy People. I'm a local REM expert btw. Saw them for the first time in 1986."
"24840",1694930854,"happiness","sourpuffgrl3","i &lt;3 my new picture! its so pretty with the reflecting sunlight on the leaves!"
"24844",1694930955,"love","CHELSEAxxoo","coffee and gym... starting the day off right!!"
"24848",1694931198,"neutral","musicismydrug","Loves her david soooooo much &lt;3"
"24852",1694931265,"worry","PhotoAlert","@queensnyprinces Thought you might be interested in @TweetPhoto http://tweetphoto.com. See who's viewing your photos!"
"24856",1694951818,"neutral","Miss_Mia87","Studying for my exams....boring"
"24860",1694951965,"worry","kzu","@james_a_hart ah.. Birmingham! I remember being there in the Wrox days"
"24864",1694952180,"happiness","killelbunnio","@AdamCrooklyn good morning broham"
"24868",1694952305,"neutral","babybucket","@Runningfrommich, &lt;3 x9999999."
"24872",1694952389,"love","jupsss","@markhoppus so cute you twitting in potuguese!"
"24876",1694952476,"sadness","breemeetsworld","Woke up this morning to the line &quot;I made this half-pony half-monkey monster to please you But I get the feeling that you don't like it &quot;"
"24880",1694952632,"love","ccooga1","loves the nice weather and 7:30 exams"
"24884",1694952694,"enthusiasm","creightonc","@jgm22 Hoping you have some pics to share?- &amp; hoping your Monday am isn't too rough today"
"24888",1694952878,"fun","Melly_MooMoo","Richelle Mead - Succubus Blues-fabulous read! very entertaining, lots of fun and interesting too!! next please.."
"24892",1694953048,"happiness","lopezwilfred","@hot_music_news Thanks"
"24896",1694953121,"surprise","michaelonabike","woohoo 69th (oh er) place  1/3 of my category behind me... not bad for 1 gear, big wheels, no suspension and no training!!"
"24900",1694953266,"fun","JSandLaDiiva","@ the station morning show...then gym.... But this damn paper has me crazy any takers?!? Anna  lmfao"
"24904",1694953617,"happiness","SimplyMe142","@Adam__Carter Good film"
"24908",1694953694,"relief","brooksay","ha english portfolio!!! i finally finshed you  annnd you! comm final. youre half done! whoa 6:44am time for sleeps. night"
"24912",1694953895,"relief","nicolecornie","@parisandparadox don't worry  just sleep."
"24916",1694953999,"happiness","PreshMak","Sitting at the Audi Joburg fashion week casting. So many lanky people in one place! Almost 100. Lol. Good luck to everyone  xx"
"24920",1694954034,"love","LoveEmms","@NathanDevonte looooooooooooool thanks"
"24924",1694954230,"love","Sarahashleee","my momma is comin 2night !  2morrow tennis day with p?nar yuppie !"
"24928",1694954359,"love","MAGGIECHICKEN","i feel in love with pizza girl... now i eat pizza everyday"
"24932",1694954487,"neutral","purplefangs","@Sethhs23 - haha you do that mate  btw have you seen a film called american history x starring edward norton"
"24936",1694954680,"neutral","Lisagassmann","@lewischris  May we be humble but Bold for Christ!  lisa.."
"24940",1694954856,"neutral","voguechic","@saachiex3 Really?  Sup, Boom?"
"24944",1694955091,"sadness","SHNYNP","@Seoulbeats romance zero is funny"
"24948",1694955204,"neutral","igeldard","Facebook Group: World Leaders  http://www.theatlantic.com/a/facebookhumor.mhtml"
"24952",1694955354,"enthusiasm","jar_jar_jar","Gonna get my ticket to Las Vegas today. Gotta check my milage. Can't wait till August"
"24956",1694975897,"happiness","MissxMarisa","@tsarnick I'm very passionate about my interests and go above and beyond  I mean, you've followed The Wiggles, right?"
"24960",1694976098,"love","matthew858","@mattbeesley why thank you. I might just take you up on your offer"
"24964",1694976174,"happiness","Arkive","@mbburns That's great news"
"24968",1694976311,"worry","htxt","http://www.facebook.com/pages/HelloTxt/73275306275 this message is posted on HelloTxt Facebook Fan page through HelloTxt, check it out"
"24972",1694976498,"surprise","evacevedo","@kevin_puentez sikkkeee!!! I getting bose headphones for $1 today"
"24976",1694976729,"neutral","phillipbaker","@fredwilson I'm currently using MicroPlaza which I found via a link in the comments on your blog  http://bit.ly/ABRJp"
"24980",1694976834,"sadness","peterpositive","@sensualbodyrubs Hope you get your car today   Hate anything that stops me from my work ;)"
"24984",1694976995,"sadness","ryesaidso","(bye) plurk out muna. will be back when im done reading the book  http://plurk.com/p/rq9c7"
"24988",1694977205,"happiness","frreshly","@TheOlifants  de wereld need more ppl like you! ;)"
"24992",1694977528,"neutral","jacoblovie","@Amy_E_W Thank you, Ill try not to!"
"24996",1694977678,"neutral","agiddything","@DylzWexford Perhaps they see it as the twitter version of pulling someone's pigtails? Let me know if that works out for you."
"25000",1694977748,"fun","beeeetty","Back to work!  How you doin?"
"25004",1694977884,"happiness","Jon_Aston","@JimHunt That smile - the one in your avatar - is that a permanent condition?"
"25008",1694978057,"hate","annasaccone","morning twitterbugs...nothing like a loooooooooong lie-in!!"
"25012",1694978220,"relief","nellyaw","@stevencohmer - and yes i like the vids"
"25016",1694978582,"surprise","saruhsapien","@lyssaloveless I wish they replied to us. July will be utterly amazing!"
"25020",1694978647,"neutral","howdydaniel","Is going to school.  leave me stuff."
"25024",1694978857,"love","tehdingo","Off.  Have a good star wars day, fonz day, dancing taco day, whatever you celebrate, it's all good!"
"25028",1694979222,"empty","crystaldefina","on my way too school. be back later..."
